uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
RO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
RO,PNEUMONIA,DOMICILIO,"60 - 69",F,3
RO,PNEUMONIA,DOMICILIO,"60 - 69",M,4
RO,PNEUMONIA,HOSPITAL,"60 - 69",F,51
RO,PNEUMONIA,HOSPITAL,"60 - 69",M,90
RO,PNEUMONIA,OUTRO,"60 - 69",M,1
RO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RO,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
RO,SEPTICEMIA,HOSPITAL,"60 - 69",F,75
RO,SEPTICEMIA,HOSPITAL,"60 - 69",M,69
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RO,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
RO,SRAG,HOSPITAL,"60 - 69",F,4
RO,SRAG,HOSPITAL,"60 - 69",M,6
RO,SRAG,VIA_PUBLICA,"60 - 69",M,1
RR,OUTRAS,DOMICILIO,"60 - 69",F,21
RR,OUTRAS,DOMICILIO,"60 - 69",M,31
RR,OUTRAS,HOSPITAL,"60 - 69",F,66
RR,OUTRAS,HOSPITAL,"60 - 69",M,90
RR,OUTRAS,IGNORADO,"60 - 69",M,1
RR,OUTRAS,OUTRO,"60 - 69",F,2
RR,OUTRAS,OUTRO,"60 - 69",M,3
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RR,OUTRAS,VIA_PUBLICA,"60 - 69",F,3
RR,OUTRAS,VIA_PUBLICA,"60 - 69",M,4
RR,COVID,DOMICILIO,"60 - 69",M,6
RR,COVID,HOSPITAL,"60 - 69",F,60
RR,COVID,HOSPITAL,"60 - 69",M,105
RR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,3
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,4
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,19
RR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
RR,PNEUMONIA,DOMICILIO,"60 - 69",F,1
RR,PNEUMONIA,HOSPITAL,"60 - 69",F,19
RR,PNEUMONIA,HOSPITAL,"60 - 69",M,23
RR,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
RR,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
RR,SEPTICEMIA,HOSPITAL,"60 - 69",F,16
RR,SEPTICEMIA,HOSPITAL,"60 - 69",M,21
RS,OUTRAS,DOMICILIO,"60 - 69",F,780
RS,OUTRAS,DOMICILIO,"60 - 69",I,2
RS,OUTRAS,DOMICILIO,"60 - 69",M,1603
RS,OUTRAS,HOSPITAL,"60 - 69",F,2314
RS,OUTRAS,HOSPITAL,"60 - 69",I,2
RS,OUTRAS,HOSPITAL,"60 - 69",M,3284
RS,OUTRAS,IGNORADO,"60 - 69",F,100
RS,OUTRAS,IGNORADO,"60 - 69",M,170
RS,OUTRAS,OUTRO,"60 - 69",F,46
RS,OUTRAS,OUTRO,"60 - 69",M,144
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,171
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,278
RS,OUTRAS,VIA_PUBLICA,"60 - 69",F,16
RS,OUTRAS,VIA_PUBLICA,"60 - 69",M,99
RS,COVID,DOMICILIO,"60 - 69",F,16
RS,COVID,DOMICILIO,"60 - 69",M,17
RS,COVID,HOSPITAL,"60 - 69",F,710
RS,COVID,HOSPITAL,"60 - 69",M,1106
RS,COVID,IGNORADO,"60 - 69",F,34
RS,COVID,IGNORADO,"60 - 69",M,49
RS,COVID,OUTRO,"60 - 69",F,6
RS,COVID,OUTRO,"60 - 69",M,3
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,16
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,31
RS,COVID,VIA_PUBLICA,"60 - 69",M,2
RS,INDETERMINADA,DOMICILIO,"60 - 69",F,25
RS,INDETERMINADA,DOMICILIO,"60 - 69",M,47
RS,INDETERMINADA,HOSPITAL,"60 - 69",F,7
RS,INDETERMINADA,HOSPITAL,"60 - 69",M,16
RS,INDETERMINADA,IGNORADO,"60 - 69",M,2
RS,INDETERMINADA,OUTRO,"60 - 69",F,2
RS,INDETERMINADA,OUTRO,"60 - 69",M,5
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
RS,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,48
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,77
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,434
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,595
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,15
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,20
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,5
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,5
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,33
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,39
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
RS,PNEUMONIA,DOMICILIO,"60 - 69",F,14
RS,PNEUMONIA,DOMICILIO,"60 - 69",M,29
RS,PNEUMONIA,HOSPITAL,"60 - 69",F,595
RS,PNEUMONIA,HOSPITAL,"60 - 69",M,996
RS,PNEUMONIA,IGNORADO,"60 - 69",F,13
RS,PNEUMONIA,IGNORADO,"60 - 69",M,37
RS,PNEUMONIA,OUTRO,"60 - 69",F,3
RS,PNEUMONIA,OUTRO,"60 - 69",M,3
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,15
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,19
RS,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
RS,SEPTICEMIA,DOMICILIO,"60 - 69",F,7
RS,SEPTICEMIA,DOMICILIO,"60 - 69",M,15
RS,SEPTICEMIA,HOSPITAL,"60 - 69",F,837
RS,SEPTICEMIA,HOSPITAL,"60 - 69",M,1035
RS,SEPTICEMIA,IGNORADO,"60 - 69",F,25
RS,SEPTICEMIA,IGNORADO,"60 - 69",M,37
RS,SEPTICEMIA,OUTRO,"60 - 69",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,21
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,21
RS,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
RS,SRAG,HOSPITAL,"60 - 69",F,26
RS,SRAG,HOSPITAL,"60 - 69",M,30
RS,SRAG,IGNORADO,"60 - 69",F,3
RS,SRAG,IGNORADO,"60 - 69",M,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RS,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SC,OUTRAS,DOMICILIO,"60 - 69",F,435
SC,OUTRAS,DOMICILIO,"60 - 69",I,1
SC,OUTRAS,DOMICILIO,"60 - 69",M,773
SC,OUTRAS,HOSPITAL,"60 - 69",F,1189
SC,OUTRAS,HOSPITAL,"60 - 69",I,1
SC,OUTRAS,HOSPITAL,"60 - 69",M,1864
SC,OUTRAS,IGNORADO,"60 - 69",F,4
SC,OUTRAS,IGNORADO,"60 - 69",M,4
SC,OUTRAS,OUTRO,"60 - 69",F,28
SC,OUTRAS,OUTRO,"60 - 69",M,67
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,51
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,88
SC,OUTRAS,POSTO_SAUDE,"60 - 69",F,2
SC,OUTRAS,POSTO_SAUDE,"60 - 69",M,2
SC,OUTRAS,VIA_PUBLICA,"60 - 69",F,5
SC,OUTRAS,VIA_PUBLICA,"60 - 69",M,51
SC,COVID,DOMICILIO,"60 - 69",F,6
SC,COVID,DOMICILIO,"60 - 69",M,20
SC,COVID,HOSPITAL,"60 - 69",F,405
SC,COVID,HOSPITAL,"60 - 69",M,791
SC,COVID,OUTRO,"60 - 69",F,2
SC,COVID,OUTRO,"60 - 69",M,4
SC,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
SC,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
SC,INDETERMINADA,DOMICILIO,"60 - 69",F,3
SC,INDETERMINADA,DOMICILIO,"60 - 69",M,14
SC,INDETERMINADA,HOSPITAL,"60 - 69",F,3
SC,INDETERMINADA,HOSPITAL,"60 - 69",M,7
SC,INDETERMINADA,OUTRO,"60 - 69",F,1
SC,INDETERMINADA,OUTRO,"60 - 69",M,1
SC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,20
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,32
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,211
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",I,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,306
SC,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
SC,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,4
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,2
SC,PNEUMONIA,DOMICILIO,"60 - 69",F,17
SC,PNEUMONIA,DOMICILIO,"60 - 69",M,22
SC,PNEUMONIA,HOSPITAL,"60 - 69",F,307
SC,PNEUMONIA,HOSPITAL,"60 - 69",M,509
SC,PNEUMONIA,IGNORADO,"60 - 69",F,1
SC,PNEUMONIA,OUTRO,"60 - 69",F,1
SC,PNEUMONIA,OUTRO,"60 - 69",M,3
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
SC,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
SC,SEPTICEMIA,DOMICILIO,"60 - 69",F,6
SC,SEPTICEMIA,DOMICILIO,"60 - 69",M,11
SC,SEPTICEMIA,HOSPITAL,"60 - 69",F,346
SC,SEPTICEMIA,HOSPITAL,"60 - 69",M,517
SC,SEPTICEMIA,IGNORADO,"60 - 69",F,1
SC,SEPTICEMIA,IGNORADO,"60 - 69",M,2
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SC,SRAG,DOMICILIO,"60 - 69",M,1
SC,SRAG,HOSPITAL,"60 - 69",F,9
SC,SRAG,HOSPITAL,"60 - 69",M,12
SC,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SC,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SE,OUTRAS,DOMICILIO,"60 - 69",F,79
SE,OUTRAS,DOMICILIO,"60 - 69",M,159
SE,OUTRAS,HOSPITAL,"60 - 69",F,247
SE,OUTRAS,HOSPITAL,"60 - 69",M,357
SE,OUTRAS,IGNORADO,"60 - 69",F,6
SE,OUTRAS,IGNORADO,"60 - 69",M,3
SE,OUTRAS,OUTRO,"60 - 69",F,9
SE,OUTRAS,OUTRO,"60 - 69",I,1
SE,OUTRAS,OUTRO,"60 - 69",M,11
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,83
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,131
SE,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
SE,OUTRAS,VIA_PUBLICA,"60 - 69",M,10
SE,COVID,DOMICILIO,"60 - 69",F,3
SE,COVID,DOMICILIO,"60 - 69",M,2
SE,COVID,HOSPITAL,"60 - 69",F,159
SE,COVID,HOSPITAL,"60 - 69",M,246
SE,COVID,IGNORADO,"60 - 69",M,7
SE,COVID,OUTRO,"60 - 69",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
SE,COVID,VIA_PUBLICA,"60 - 69",F,1
SE,COVID,VIA_PUBLICA,"60 - 69",M,1
SE,INDETERMINADA,DOMICILIO,"60 - 69",F,1
SE,INDETERMINADA,DOMICILIO,"60 - 69",M,6
SE,INDETERMINADA,HOSPITAL,"60 - 69",M,3
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,11
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,9
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,59
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,75
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
SE,PNEUMONIA,DOMICILIO,"60 - 69",M,6
SE,PNEUMONIA,HOSPITAL,"60 - 69",F,72
SE,PNEUMONIA,HOSPITAL,"60 - 69",M,97
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
SE,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
SE,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
SE,SEPTICEMIA,DOMICILIO,"60 - 69",M,5
SE,SEPTICEMIA,HOSPITAL,"60 - 69",F,143
SE,SEPTICEMIA,HOSPITAL,"60 - 69",M,155
SE,SEPTICEMIA,IGNORADO,"60 - 69",M,2
SE,SEPTICEMIA,OUTRO,"60 - 69",M,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
SE,SRAG,HOSPITAL,"60 - 69",F,6
SE,SRAG,HOSPITAL,"60 - 69",M,7
SE,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SP,OUTRAS,AMBULANCIA,"60 - 69",F,1
SP,OUTRAS,AMBULANCIA,"60 - 69",M,3
SP,OUTRAS,DOMICILIO,"60 - 69",F,2502
SP,OUTRAS,DOMICILIO,"60 - 69",I,1
SP,OUTRAS,DOMICILIO,"60 - 69",M,5105
SP,OUTRAS,HOSPITAL,"60 - 69",F,8274
SP,OUTRAS,HOSPITAL,"60 - 69",I,11
SP,OUTRAS,HOSPITAL,"60 - 69",M,12018
SP,OUTRAS,IGNORADO,"60 - 69",F,31
SP,OUTRAS,IGNORADO,"60 - 69",I,8
SP,OUTRAS,IGNORADO,"60 - 69",M,62
SP,OUTRAS,OUTRO,"60 - 69",F,278
SP,OUTRAS,OUTRO,"60 - 69",M,666
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,616
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1095
SP,OUTRAS,POSTO_SAUDE,"60 - 69",F,22
SP,OUTRAS,POSTO_SAUDE,"60 - 69",M,23
SP,OUTRAS,VIA_PUBLICA,"60 - 69",F,65
SP,OUTRAS,VIA_PUBLICA,"60 - 69",I,1
SP,OUTRAS,VIA_PUBLICA,"60 - 69",M,347
SP,COVID,DOMICILIO,"60 - 69",F,60
SP,COVID,DOMICILIO,"60 - 69",I,1
SP,COVID,DOMICILIO,"60 - 69",M,111
SP,COVID,HOSPITAL,"60 - 69",F,4110
SP,COVID,HOSPITAL,"60 - 69",M,6633
SP,COVID,IGNORADO,"60 - 69",F,8
SP,COVID,IGNORADO,"60 - 69",M,12
SP,COVID,OUTRO,"60 - 69",F,30
SP,COVID,OUTRO,"60 - 69",M,54
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,102
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,173
SP,COVID,POSTO_SAUDE,"60 - 69",F,2
SP,COVID,POSTO_SAUDE,"60 - 69",M,3
SP,COVID,VIA_PUBLICA,"60 - 69",F,1
SP,COVID,VIA_PUBLICA,"60 - 69",M,2
SP,INDETERMINADA,DOMICILIO,"60 - 69",F,54
SP,INDETERMINADA,DOMICILIO,"60 - 69",M,145
SP,INDETERMINADA,HOSPITAL,"60 - 69",F,22
SP,INDETERMINADA,HOSPITAL,"60 - 69",M,40
SP,INDETERMINADA,IGNORADO,"60 - 69",M,2
SP,INDETERMINADA,OUTRO,"60 - 69",F,3
SP,INDETERMINADA,OUTRO,"60 - 69",M,10
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,12
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
SP,INDETERMINADA,POSTO_SAUDE,"60 - 69",M,1
SP,INDETERMINADA,VIA_PUBLICA,"60 - 69",F,1
SP,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,15
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,198
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,282
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,2001
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",I,2
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,2408
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,9
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,10
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,49
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,77
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,127
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,226
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,4
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,7
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,5
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,5
SP,PNEUMONIA,DOMICILIO,"60 - 69",F,92
SP,PNEUMONIA,DOMICILIO,"60 - 69",M,197
SP,PNEUMONIA,HOSPITAL,"60 - 69",F,2899
SP,PNEUMONIA,HOSPITAL,"60 - 69",I,2
SP,PNEUMONIA,HOSPITAL,"60 - 69",M,4617
SP,PNEUMONIA,IGNORADO,"60 - 69",M,11
SP,PNEUMONIA,OUTRO,"60 - 69",F,34
SP,PNEUMONIA,OUTRO,"60 - 69",M,45
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,122
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,186
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",F,1
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",M,4
SP,PNEUMONIA,SAMU,"60 - 69",F,1
SP,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,7
SP,SEPTICEMIA,DOMICILIO,"60 - 69",F,50
SP,SEPTICEMIA,DOMICILIO,"60 - 69",M,72
SP,SEPTICEMIA,HOSPITAL,"60 - 69",F,2995
SP,SEPTICEMIA,HOSPITAL,"60 - 69",M,3682
SP,SEPTICEMIA,IGNORADO,"60 - 69",F,6
SP,SEPTICEMIA,IGNORADO,"60 - 69",M,6
SP,SEPTICEMIA,OUTRO,"60 - 69",F,27
SP,SEPTICEMIA,OUTRO,"60 - 69",M,35
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,68
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,94
SP,SEPTICEMIA,POSTO_SAUDE,"60 - 69",M,1
SP,SRAG,DOMICILIO,"60 - 69",F,9
SP,SRAG,DOMICILIO,"60 - 69",M,12
SP,SRAG,HOSPITAL,"60 - 69",F,193
SP,SRAG,HOSPITAL,"60 - 69",M,273
SP,SRAG,OUTRO,"60 - 69",F,5
SP,SRAG,OUTRO,"60 - 69",M,4
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
TO,OUTRAS,AMBULANCIA,"60 - 69",M,1
TO,OUTRAS,DOMICILIO,"60 - 69",F,67
TO,OUTRAS,DOMICILIO,"60 - 69",I,1
TO,OUTRAS,DOMICILIO,"60 - 69",M,96
TO,OUTRAS,HOSPITAL,"60 - 69",F,115
TO,OUTRAS,HOSPITAL,"60 - 69",I,1
TO,OUTRAS,HOSPITAL,"60 - 69",M,142
TO,OUTRAS,IGNORADO,"60 - 69",F,1
TO,OUTRAS,IGNORADO,"60 - 69",M,4
TO,OUTRAS,OUTRO,"60 - 69",F,2
TO,OUTRAS,OUTRO,"60 - 69",M,15
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
TO,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
TO,OUTRAS,VIA_PUBLICA,"60 - 69",M,14
TO,COVID,DOMICILIO,"60 - 69",F,1
TO,COVID,DOMICILIO,"60 - 69",M,5
TO,COVID,HOSPITAL,"60 - 69",F,52
TO,COVID,HOSPITAL,"60 - 69",M,106
TO,COVID,OUTRO,"60 - 69",F,2
TO,COVID,OUTRO,"60 - 69",M,1
TO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
TO,INDETERMINADA,DOMICILIO,"60 - 69",M,2
TO,INDETERMINADA,HOSPITAL,"60 - 69",F,1
TO,INDETERMINADA,OUTRO,"60 - 69",M,1
TO,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,6
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,15
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,25
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,27
TO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,PNEUMONIA,DOMICILIO,"60 - 69",F,1
TO,PNEUMONIA,DOMICILIO,"60 - 69",M,5
TO,PNEUMONIA,HOSPITAL,"60 - 69",F,34
TO,PNEUMONIA,HOSPITAL,"60 - 69",M,53
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
TO,SEPTICEMIA,DOMICILIO,"60 - 69",F,3
TO,SEPTICEMIA,DOMICILIO,"60 - 69",M,4
TO,SEPTICEMIA,HOSPITAL,"60 - 69",F,29
TO,SEPTICEMIA,HOSPITAL,"60 - 69",M,54
TO,SEPTICEMIA,IGNORADO,"60 - 69",M,1
TO,SRAG,HOSPITAL,"60 - 69",M,4
TO,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
AC,OUTRAS,AMBULANCIA,"70 - 79",M,1
AC,OUTRAS,DOMICILIO,"70 - 79",F,68
AC,OUTRAS,DOMICILIO,"70 - 79",M,87
AC,OUTRAS,HOSPITAL,"70 - 79",F,63
AC,OUTRAS,HOSPITAL,"70 - 79",M,103
AC,OUTRAS,OUTRO,"70 - 79",F,4
AC,OUTRAS,OUTRO,"70 - 79",M,17
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,OUTRAS,VIA_PUBLICA,"70 - 79",F,2
AC,OUTRAS,VIA_PUBLICA,"70 - 79",M,5
AC,COVID,DOMICILIO,"70 - 79",F,2
AC,COVID,DOMICILIO,"70 - 79",M,3
AC,COVID,HOSPITAL,"70 - 79",F,78
AC,COVID,HOSPITAL,"70 - 79",M,105
AC,COVID,OUTRO,"70 - 79",F,1
AC,COVID,OUTRO,"70 - 79",M,1
AC,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AC,INDETERMINADA,DOMICILIO,"70 - 79",F,1
AC,INDETERMINADA,DOMICILIO,"70 - 79",M,3
AC,INDETERMINADA,HOSPITAL,"70 - 79",F,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,5
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,3
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,20
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,18
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
AC,PNEUMONIA,DOMICILIO,"70 - 79",F,4
AC,PNEUMONIA,DOMICILIO,"70 - 79",M,3
AC,PNEUMONIA,HOSPITAL,"70 - 79",F,51
AC,PNEUMONIA,HOSPITAL,"70 - 79",M,68
AC,PNEUMONIA,IGNORADO,"70 - 79",I,1
AC,PNEUMONIA,OUTRO,"70 - 79",F,1
AC,PNEUMONIA,OUTRO,"70 - 79",M,3
AC,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
AC,SEPTICEMIA,DOMICILIO,"70 - 79",F,1
AC,SEPTICEMIA,DOMICILIO,"70 - 79",M,2
AC,SEPTICEMIA,HOSPITAL,"70 - 79",F,24
AC,SEPTICEMIA,HOSPITAL,"70 - 79",M,41
AC,SEPTICEMIA,OUTRO,"70 - 79",M,1
AC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,SRAG,HOSPITAL,"70 - 79",M,7
